key,fare_amount
2015-01-27 13:08:24.0000002,10.492698
2015-01-27 13:08:24.0000003,10.235257
2011-10-08 11:53:44.0000002,4.679831
2012-12-01 21:12:12.0000002,8.270668
2012-12-01 21:12:12.0000003,16.077505
2012-12-01 21:12:12.0000005,10.578624
2011-10-06 12:10:20.0000001,6.103015
2011-10-06 12:10:20.0000003,48.67481
2011-10-06 12:10:20.0000002,11.63234
2014-02-18 15:22:20.0000002,7.2407627
2014-02-18 15:22:20.0000003,9.998197
2014-02-18 15:22:20.0000001,19.331333
2010-03-29 20:20:32.0000002,4.5332036
2010-03-29 20:20:32.0000001,6.5765405
2011-10-06 03:59:12.0000002,7.4400864
2011-10-06 03:59:12.0000001,11.093262
2012-07-15 16:45:04.0000006,4.860525
2012-07-15 16:45:04.0000002,9.093599
2012-07-15 16:45:04.0000003,4.8644767
2012-07-15 16:45:04.0000004,4.4713864
2014-10-29 02:09:56.0000001,7.669795
2014-06-14 13:39:00.00000010,10.207897
2014-06-14 13:39:00.00000060,7.123527
2014-06-14 13:39:00.00000087,8.203135
2014-06-14 13:39:00.00000050,18.273512
2014-06-14 13:39:00.0000003,7.20761
2014-06-14 13:39:00.000000158,38.027016
2014-06-14 13:39:00.00000015,25.265676
2014-06-14 13:39:00.00000073,6.579582
2014-06-14 13:39:00.00000077,16.721066
2014-06-14 13:39:00.000000145,11.822979
2014-06-14 13:39:00.00000079,6.265533
2014-06-14 13:39:00.000000121,6.5924907
2014-06-14 13:39:00.00000021,11.7553005
2014-06-14 13:39:00.0000005,9.010574
2014-06-14 13:39:00.000000165,7.8509407
2014-06-14 13:39:00.000000184,6.7170105
2014-06-14 13:39:00.00000059,6.8023868
2014-06-14 13:39:00.00000070,9.097535
2014-06-14 13:39:00.00000068,5.2651777
2014-06-14 13:39:00.000000133,20.526499
2014-06-14 13:39:00.000000128,10.841233
2014-06-14 13:39:00.000000136,19.683178
2014-06-14 13:39:00.00000017,10.203628
2014-06-14 13:39:00.000000111,4.7146935
2014-06-14 13:39:00.000000115,10.473485
2014-06-14 13:39:00.000000168,6.4947205
2014-06-14 13:39:00.00000031,7.889281
2014-06-14 13:39:00.000000116,7.103329
2014-06-14 13:39:00.00000051,5.697086
2014-06-14 13:39:00.000000193,13.914331
2014-06-14 13:39:00.000000132,14.827112
2014-06-14 13:39:00.000000167,20.819822
2014-06-14 13:39:00.00000044,6.3353534
2014-06-14 13:39:00.000000138,6.67835
2014-06-14 13:39:00.00000066,15.06816
2014-06-14 13:39:00.00000063,12.087641
2014-06-14 13:39:00.000000154,11.908431
2014-06-14 13:39:00.00000097,14.626227
2014-06-14 13:39:00.00000067,13.847976
2014-06-14 13:39:00.000000179,8.179594
2014-06-14 13:39:00.00000092,11.401745
2014-06-14 13:39:00.00000029,5.461079
2014-06-14 13:39:00.000000177,5.4973555
2014-06-14 13:39:00.000000192,7.1976275
2014-06-14 13:39:00.000000181,6.697718
2014-06-14 13:39:00.000000120,10.856643
2014-06-14 13:39:00.0000008,5.7061977
2014-06-14 13:39:00.000000103,4.6752353
2014-06-14 13:39:00.00000049,17.264984
2014-06-14 13:39:00.000000108,7.8930483
2014-06-14 13:39:00.00000072,5.3106146
2014-06-14 13:39:00.000000182,12.854897
2014-06-14 13:39:00.00000061,6.597015
2014-06-14 13:39:00.00000093,10.661782
2014-06-14 13:39:00.000000170,13.650973
2014-06-14 13:39:00.000000147,50.014427
2014-06-14 13:39:00.000000140,4.9426484
2014-06-14 13:39:00.000000159,4.8496575
2014-06-14 13:39:00.00000012,5.1320596
2014-06-14 13:39:00.00000025,6.624261
2014-06-14 13:39:00.000000156,7.0919604
2014-06-14 13:39:00.000000152,7.014046
2014-06-14 13:39:00.000000129,10.764174
2014-06-14 13:39:00.000000119,18.2998
2014-06-14 13:39:00.000000118,6.460434
2014-06-14 13:39:00.00000076,4.612969
2014-06-14 13:39:00.000000135,7.748814
2014-06-14 13:39:00.00000023,19.859499
2014-06-14 13:39:00.00000082,9.784948
2014-06-14 13:39:00.000000125,11.108114
2014-06-14 13:39:00.00000075,9.668239
2014-06-14 13:39:00.000000124,7.8852067
2014-06-14 13:39:00.000000172,6.8355665
2014-06-14 13:39:00.00000024,15.213353
2014-06-14 13:39:00.000000169,15.104022
2014-06-14 13:39:00.00000052,11.175933
2014-06-14 13:39:00.000000161,13.393727
2014-06-14 13:39:00.00000038,8.373973
2014-06-14 13:39:00.00000035,11.235967
2014-06-14 13:39:00.00000053,12.9245
2014-06-14 13:39:00.000000183,7.92426
2014-06-14 13:39:00.000000131,55.996128
2014-06-14 13:39:00.000000180,6.953028
2014-06-14 13:39:00.000000130,11.775305
2014-06-14 13:39:00.00000032,5.175152
2014-06-14 13:39:00.000000148,12.820013
2014-06-14 13:39:00.0000007,10.803228
2014-06-14 13:39:00.00000095,11.02914
2014-06-14 13:39:00.000000144,36.62173
2014-06-14 13:39:00.000000141,33.744583
2014-06-14 13:39:00.000000162,18.917862
2014-06-14 13:39:00.00000018,11.844125
2014-06-14 13:39:00.00000054,9.243007
2014-06-14 13:39:00.00000040,6.0446653
2014-06-14 13:39:00.00000096,8.196568
2014-06-14 13:39:00.00000055,27.170156
2014-06-14 13:39:00.000000109,10.017575
2014-06-14 13:39:00.000000151,8.411087
2014-06-14 13:39:00.00000016,10.767251
2014-06-14 13:39:00.00000062,12.500967
2014-06-14 13:39:00.000000191,11.578361
2014-06-14 13:39:00.00000034,10.59001
2014-06-14 13:39:00.000000160,6.988183
2014-06-14 13:39:00.00000013,6.5835137
2014-06-14 13:39:00.000000188,5.5411034
2014-06-14 13:39:00.00000086,8.94548
2014-06-14 13:39:00.000000185,11.568805
2014-06-14 13:39:00.00000074,9.431834
2014-06-14 13:39:00.00000022,17.51838
2014-06-14 13:39:00.00000036,6.4650598
2014-06-14 13:39:00.000000126,4.8008466
2014-06-14 13:39:00.000000190,7.1688952
2014-06-14 13:39:00.00000042,6.9704037
2014-06-14 13:39:00.000000178,7.6727295
2014-06-14 13:39:00.000000163,5.3509407
2014-06-14 13:39:00.00000020,12.6706
2014-06-14 13:39:00.00000098,6.474799
2014-06-14 13:39:00.000000114,22.20476
2014-06-14 13:39:00.00000045,9.121088
2014-06-14 13:39:00.00000094,5.507319
2014-06-14 13:39:00.000000146,10.475925
2014-06-14 13:39:00.00000033,9.469392
2014-06-14 13:39:00.000000143,5.304562
2014-06-14 13:39:00.000000107,7.0877466
2014-06-14 13:39:00.00000048,8.750128
2014-06-14 13:39:00.00000043,12.728889
2014-06-14 13:39:00.000000123,10.015246
2014-06-14 13:39:00.000000134,9.057204
2014-06-14 13:39:00.000000142,6.17069
2014-06-14 13:39:00.000000122,11.162543
2014-06-14 13:39:00.000000176,10.373995
2011-12-12 09:42:12.0000004,5.401615
2011-12-12 09:42:12.0000002,4.4181166
2011-12-12 09:42:12.0000001,10.503198
2011-12-12 09:42:12.0000003,6.894546
2011-12-12 09:42:12.0000005,6.948593
2013-06-27 00:20:40.0000001,20.979052
2013-06-27 00:20:40.0000003,13.133539
2009-02-20 13:34:16.0000001,8.067222
2009-02-20 13:34:16.0000002,13.404776
2009-02-20 13:34:16.0000003,6.403096
2010-08-22 21:14:08.0000001,28.689651
2010-08-22 21:14:08.0000005,15.136241
2010-08-22 21:14:08.0000003,4.7032366
2010-08-22 21:14:08.0000002,8.246984
2012-08-06 08:58:08.0000002,4.988178
2012-08-06 08:58:08.0000001,19.75183
2013-11-04 08:34:12.0000003,6.3891997
2013-11-04 08:34:12.0000001,9.891479
2013-11-04 08:34:12.0000002,10.576556
2011-06-24 20:34:48.0000002,7.444249
2011-06-24 20:34:48.0000001,19.436443
2011-03-28 20:38:36.0000003,5.9750767
2011-03-28 20:38:36.0000004,4.3688617
2011-03-28 20:38:36.0000002,7.906025
2011-08-14 20:36:28.0000004,6.0008497
2011-08-14 20:36:28.0000001,6.60262
2011-08-14 20:36:28.0000003,20.79014
2011-08-14 20:36:28.0000002,7.6980658
2015-02-21 15:52:44.0000004,21.593906
2015-02-21 15:52:44.0000003,10.324861
2015-02-21 15:52:44.0000002,19.709766
2015-02-21 15:52:44.0000001,10.780147
2013-01-29 11:29:52.0000001,10.354674
2014-09-12 19:03:48.0000001,9.622843
2013-11-09 18:52:40.0000004,9.790229
2013-11-09 18:52:40.0000002,12.989653
2013-04-25 16:10:04.0000001,55.667408
2013-04-25 16:10:04.0000002,8.403589
2013-09-07 14:37:52.0000001,9.856942
2013-09-07 14:37:52.0000002,10.259272
2013-09-07 14:37:52.0000003,6.3057218
2011-05-21 13:16:20.0000004,5.3293424
2011-05-21 13:16:20.0000001,6.253773
2011-05-21 13:16:20.0000003,9.137889
