key,fare_amount
2015-01-27 13:08:24.0000002,10.862045
2015-01-27 13:08:24.0000003,10.720747
2011-10-08 11:53:44.0000002,4.863823
2012-12-01 21:12:12.0000002,8.978703
2012-12-01 21:12:12.0000003,16.934721
2012-12-01 21:12:12.0000005,11.593519
2011-10-06 12:10:20.0000001,5.700305
2011-10-06 12:10:20.0000003,48.66818
2011-10-06 12:10:20.0000002,12.200365
2014-02-18 15:22:20.0000002,6.872426
2014-02-18 15:22:20.0000003,10.145245
2014-02-18 15:22:20.0000001,18.315884
2010-03-29 20:20:32.0000002,4.6152883
2010-03-29 20:20:32.0000001,6.970769
2011-10-06 03:59:12.0000002,8.135653
2011-10-06 03:59:12.0000001,11.437372
2012-07-15 16:45:04.0000006,5.6635733
2012-07-15 16:45:04.0000002,8.9392395
2012-07-15 16:45:04.0000003,5.1776958
2012-07-15 16:45:04.0000004,5.052601
2014-10-29 02:09:56.0000001,7.5490937
2014-06-14 13:39:00.00000010,9.762102
2014-06-14 13:39:00.00000060,7.652288
2014-06-14 13:39:00.00000087,8.684988
2014-06-14 13:39:00.00000050,18.500546
2014-06-14 13:39:00.0000003,6.768823
2014-06-14 13:39:00.000000158,35.994297
2014-06-14 13:39:00.00000015,24.43081
2014-06-14 13:39:00.00000073,7.0864415
2014-06-14 13:39:00.00000077,15.682804
2014-06-14 13:39:00.000000145,12.334272
2014-06-14 13:39:00.00000079,7.0429444
2014-06-14 13:39:00.000000121,6.8204427
2014-06-14 13:39:00.00000021,12.25959
2014-06-14 13:39:00.0000005,9.583391
2014-06-14 13:39:00.000000165,7.669015
2014-06-14 13:39:00.000000184,7.153891
2014-06-14 13:39:00.00000059,6.422465
2014-06-14 13:39:00.00000070,8.908054
2014-06-14 13:39:00.00000068,5.6722655
2014-06-14 13:39:00.000000133,20.165192
2014-06-14 13:39:00.000000128,10.213453
2014-06-14 13:39:00.000000136,18.567698
2014-06-14 13:39:00.00000017,10.781889
2014-06-14 13:39:00.000000111,5.349354
2014-06-14 13:39:00.000000115,11.471678
2014-06-14 13:39:00.000000168,6.152263
2014-06-14 13:39:00.00000031,7.6297336
2014-06-14 13:39:00.000000116,6.7613626
2014-06-14 13:39:00.00000051,5.383054
2014-06-14 13:39:00.000000193,13.251337
2014-06-14 13:39:00.000000132,14.100149
2014-06-14 13:39:00.000000167,19.613474
2014-06-14 13:39:00.00000044,6.8957944
2014-06-14 13:39:00.000000138,7.4678454
2014-06-14 13:39:00.00000066,15.26543
2014-06-14 13:39:00.00000063,12.443523
2014-06-14 13:39:00.000000154,11.514469
2014-06-14 13:39:00.00000097,13.6919155
2014-06-14 13:39:00.00000067,13.031826
2014-06-14 13:39:00.000000179,7.7205844
2014-06-14 13:39:00.00000092,11.801111
2014-06-14 13:39:00.00000029,5.826957
2014-06-14 13:39:00.000000177,5.8910275
2014-06-14 13:39:00.000000192,8.021748
2014-06-14 13:39:00.000000181,7.5022445
2014-06-14 13:39:00.000000120,11.399965
2014-06-14 13:39:00.0000008,6.4182873
2014-06-14 13:39:00.000000103,5.2859344
2014-06-14 13:39:00.00000049,16.837555
2014-06-14 13:39:00.000000108,7.5420175
2014-06-14 13:39:00.00000072,5.319991
2014-06-14 13:39:00.000000182,12.121138
2014-06-14 13:39:00.00000061,7.4347644
2014-06-14 13:39:00.00000093,10.012026
2014-06-14 13:39:00.000000170,13.100977
2014-06-14 13:39:00.000000147,49.579723
2014-06-14 13:39:00.000000140,5.208722
2014-06-14 13:39:00.000000159,5.186212
2014-06-14 13:39:00.00000012,5.809641
2014-06-14 13:39:00.00000025,6.486795
2014-06-14 13:39:00.000000156,6.6710744
2014-06-14 13:39:00.000000152,7.849828
2014-06-14 13:39:00.000000129,11.219
2014-06-14 13:39:00.000000119,18.221424
2014-06-14 13:39:00.000000118,7.109241
2014-06-14 13:39:00.00000076,5.070552
2014-06-14 13:39:00.000000135,8.113066
2014-06-14 13:39:00.00000023,19.369728
2014-06-14 13:39:00.00000082,9.923363
2014-06-14 13:39:00.000000125,11.595472
2014-06-14 13:39:00.00000075,9.140306
2014-06-14 13:39:00.000000124,7.5315747
2014-06-14 13:39:00.000000172,6.799093
2014-06-14 13:39:00.00000024,14.34831
2014-06-14 13:39:00.000000169,15.372616
2014-06-14 13:39:00.00000052,11.802015
