key,fare_amount
2015-01-27 13:08:24.0000002,10.811264
2015-01-27 13:08:24.0000003,10.557229
2011-10-08 11:53:44.0000002,4.562735
2012-12-01 21:12:12.0000002,8.283052
2012-12-01 21:12:12.0000003,15.761387
2012-12-01 21:12:12.0000005,10.53116
2011-10-06 12:10:20.0000001,5.9971366
2011-10-06 12:10:20.0000003,48.402863
2011-10-06 12:10:20.0000002,11.467694
2014-02-18 15:22:20.0000002,6.5344653
2014-02-18 15:22:20.0000003,10.088703
2014-02-18 15:22:20.0000001,18.517782
2010-03-29 20:20:32.0000002,4.284461
2010-03-29 20:20:32.0000001,6.541895
2011-10-06 03:59:12.0000002,7.4285398
2011-10-06 03:59:12.0000001,10.807074
2012-07-15 16:45:04.0000006,5.80068
2012-07-15 16:45:04.0000002,8.75394
2012-07-15 16:45:04.0000003,5.0515685
2012-07-15 16:45:04.0000004,5.2146044
2014-10-29 02:09:56.0000001,6.694551
2014-06-14 13:39:00.00000010,9.443919
2014-06-14 13:39:00.00000060,7.102105
2014-06-14 13:39:00.00000087,7.684713
2014-06-14 13:39:00.00000050,18.38223
2014-06-14 13:39:00.0000003,6.3592787
2014-06-14 13:39:00.000000158,36.866978
2014-06-14 13:39:00.00000015,24.418709
2014-06-14 13:39:00.00000073,6.5875545
2014-06-14 13:39:00.00000077,15.470299
2014-06-14 13:39:00.000000145,11.819447
2014-06-14 13:39:00.00000079,6.4692144
2014-06-14 13:39:00.000000121,6.5788255
2014-06-14 13:39:00.00000021,11.730213
2014-06-14 13:39:00.0000005,8.951153
2014-06-14 13:39:00.000000165,6.8211284
2014-06-14 13:39:00.000000184,6.7102723
2014-06-14 13:39:00.00000059,5.9884067
2014-06-14 13:39:00.00000070,8.230251
2014-06-14 13:39:00.00000068,5.339157
2014-06-14 13:39:00.000000133,20.26322
2014-06-14 13:39:00.000000128,10.030044
2014-06-14 13:39:00.000000136,18.720194
2014-06-14 13:39:00.00000017,10.171024
2014-06-14 13:39:00.000000111,4.872563
2014-06-14 13:39:00.000000115,10.679094
2014-06-14 13:39:00.000000168,5.6412435
2014-06-14 13:39:00.00000031,7.017242
2014-06-14 13:39:00.000000116,6.308118
2014-06-14 13:39:00.00000051,4.945186
2014-06-14 13:39:00.000000193,12.967284
2014-06-14 13:39:00.000000132,13.519035
2014-06-14 13:39:00.000000167,20.054155
2014-06-14 13:39:00.00000044,6.3786545
2014-06-14 13:39:00.000000138,6.848659
2014-06-14 13:39:00.00000066,14.660645
2014-06-14 13:39:00.00000063,11.552987
2014-06-14 13:39:00.000000154,11.149771
2014-06-14 13:39:00.00000097,13.247154
2014-06-14 13:39:00.00000067,12.616163
2014-06-14 13:39:00.000000179,7.285768
2014-06-14 13:39:00.00000092,11.440654
2014-06-14 13:39:00.00000029,5.522849
2014-06-14 13:39:00.000000177,5.1031475
2014-06-14 13:39:00.000000192,7.3297787
2014-06-14 13:39:00.000000181,6.8730364
2014-06-14 13:39:00.000000120,10.774652
2014-06-14 13:39:00.0000008,5.757323
2014-06-14 13:39:00.000000103,4.819707
2014-06-14 13:39:00.00000049,16.475708
2014-06-14 13:39:00.000000108,7.029882
2014-06-14 13:39:00.00000072,4.637035
2014-06-14 13:39:00.000000182,11.729779
2014-06-14 13:39:00.00000061,6.689161
