key,fare_amount
2015-01-27 13:08:24.0000002,8.180467
2015-01-27 13:08:24.0000003,8.481828
2011-10-08 11:53:44.0000002,3.6254058
2012-12-01 21:12:12.0000002,6.3049307
2012-12-01 21:12:12.0000003,12.684675
2012-12-01 21:12:12.0000005,8.358757
2011-10-06 12:10:20.0000001,4.7498655
2011-10-06 12:10:20.0000003,47.10538
2011-10-06 12:10:20.0000002,9.545878
2014-02-18 15:22:20.0000002,5.0765824
2014-02-18 15:22:20.0000003,7.69722
2014-02-18 15:22:20.0000001,17.249144
2010-03-29 20:20:32.0000002,3.8035042
2010-03-29 20:20:32.0000001,5.780217
2011-10-06 03:59:12.0000002,5.751853
2011-10-06 03:59:12.0000001,9.425385
2012-07-15 16:45:04.0000006,5.388132
2012-07-15 16:45:04.0000002,7.320552
2012-07-15 16:45:04.0000003,3.9236221
2012-07-15 16:45:04.0000004,4.116887
2014-10-29 02:09:56.0000001,5.5540886
2014-06-14 13:39:00.00000010,8.113232
2014-06-14 13:39:00.00000060,4.890709
2014-06-14 13:39:00.00000087,6.1737337
2014-06-14 13:39:00.00000050,14.318131
2014-06-14 13:39:00.0000003,4.900406
2014-06-14 13:39:00.000000158,35.350674
2014-06-14 13:39:00.00000015,21.033484
2014-06-14 13:39:00.00000073,4.435281
2014-06-14 13:39:00.00000077,12.374592
2014-06-14 13:39:00.000000145,8.926441
2014-06-14 13:39:00.00000079,4.4291945
2014-06-14 13:39:00.000000121,4.6353354
2014-06-14 13:39:00.00000021,8.862192
2014-06-14 13:39:00.0000005,6.589779
2014-06-14 13:39:00.000000165,5.4741545
2014-06-14 13:39:00.000000184,4.598914
2014-06-14 13:39:00.00000059,4.7059593
2014-06-14 13:39:00.00000070,7.580784
2014-06-14 13:39:00.00000068,3.6449525
2014-06-14 13:39:00.000000133,16.876036
2014-06-14 13:39:00.000000128,7.857603
2014-06-14 13:39:00.000000136,15.483374
2014-06-14 13:39:00.00000017,7.5380306
2014-06-14 13:39:00.000000111,3.5040677
2014-06-14 13:39:00.000000115,8.463595
2014-06-14 13:39:00.000000168,4.9767504
2014-06-14 13:39:00.00000031,6.151495
2014-06-14 13:39:00.000000116,5.14987
2014-06-14 13:39:00.00000051,3.9725885
2014-06-14 13:39:00.000000193,11.944505
2014-06-14 13:39:00.000000132,12.0927
2014-06-14 13:39:00.000000167,16.114681
2014-06-14 13:39:00.00000044,4.2857943
2014-06-14 13:39:00.000000138,4.7958155
2014-06-14 13:39:00.00000066,12.268388
2014-06-14 13:39:00.00000063,9.535667
2014-06-14 13:39:00.000000154,10.177268
2014-06-14 13:39:00.00000097,10.5612545
2014-06-14 13:39:00.00000067,10.299882
2014-06-14 13:39:00.000000179,5.8443966
2014-06-14 13:39:00.00000092,9.017662
2014-06-14 13:39:00.00000029,3.7025044
2014-06-14 13:39:00.000000177,3.7166677
2014-06-14 13:39:00.000000192,5.261218
2014-06-14 13:39:00.000000181,4.829093
2014-06-14 13:39:00.000000120,7.9705086
2014-06-14 13:39:00.0000008,4.005206
2014-06-14 13:39:00.000000103,3.4835246
