key,fare_amount
2015-01-27 13:08:24.0000002,8.878197
2015-01-27 13:08:24.0000003,8.727987
2011-10-08 11:53:44.0000002,4.7919784
2012-12-01 21:12:12.0000002,7.559699
2012-12-01 21:12:12.0000003,15.64112
2012-12-01 21:12:12.0000005,9.969275
2011-10-06 12:10:20.0000001,5.435865
2011-10-06 12:10:20.0000003,46.907608
2011-10-06 12:10:20.0000002,10.354145
2014-02-18 15:22:20.0000002,6.02528
2014-02-18 15:22:20.0000003,8.614171
2014-02-18 15:22:20.0000001,17.590055
2010-03-29 20:20:32.0000002,4.596662
2010-03-29 20:20:32.0000001,6.2992373
2011-10-06 03:59:12.0000002,6.6433573
2011-10-06 03:59:12.0000001,10.04434
2012-07-15 16:45:04.0000006,5.7049265
2012-07-15 16:45:04.0000002,8.129143
2012-07-15 16:45:04.0000003,4.7523584
2012-07-15 16:45:04.0000004,5.3003845
2014-10-29 02:09:56.0000001,5.9393826
2014-06-14 13:39:00.00000010,8.841529
2014-06-14 13:39:00.00000060,5.9709005
2014-06-14 13:39:00.00000087,6.6122036
2014-06-14 13:39:00.00000050,16.70568
2014-06-14 13:39:00.0000003,5.825714
2014-06-14 13:39:00.000000158,34.811855
2014-06-14 13:39:00.00000015,23.752897
2014-06-14 13:39:00.00000073,5.496694
2014-06-14 13:39:00.00000077,14.327799
2014-06-14 13:39:00.000000145,10.56786
2014-06-14 13:39:00.00000079,5.344481
2014-06-14 13:39:00.000000121,5.583373
2014-06-14 13:39:00.00000021,10.483582
2014-06-14 13:39:00.0000005,7.576189
2014-06-14 13:39:00.000000165,6.305437
2014-06-14 13:39:00.000000184,5.683136
2014-06-14 13:39:00.00000059,5.5599303
2014-06-14 13:39:00.00000070,7.6681957
2014-06-14 13:39:00.00000068,4.7687664
2014-06-14 13:39:00.000000133,19.13652
2014-06-14 13:39:00.000000128,9.018369
2014-06-14 13:39:00.000000136,17.693527
2014-06-14 13:39:00.00000017,8.876866
2014-06-14 13:39:00.000000111,4.544829
2014-06-14 13:39:00.000000115,9.260767
2014-06-14 13:39:00.000000168,5.393918
2014-06-14 13:39:00.00000031,6.4728956
2014-06-14 13:39:00.000000116,5.8383694
2014-06-14 13:39:00.00000051,4.9574604
2014-06-14 13:39:00.000000193,12.135184
2014-06-14 13:39:00.000000132,13.313229
2014-06-14 13:39:00.000000167,18.602877
2014-06-14 13:39:00.00000044,5.2991686
2014-06-14 13:39:00.000000138,5.6586075
2014-06-14 13:39:00.00000066,13.2555895
2014-06-14 13:39:00.00000063,10.325691
2014-06-14 13:39:00.000000154,10.413262
2014-06-14 13:39:00.00000097,12.692035
2014-06-14 13:39:00.00000067,11.873291
2014-06-14 13:39:00.000000179,6.701
2014-06-14 13:39:00.00000092,10.0601425
2014-06-14 13:39:00.00000029,4.855843
2014-06-14 13:39:00.000000177,4.651489
2014-06-14 13:39:00.000000192,6.0600643
2014-06-14 13:39:00.000000181,5.6809273
2014-06-14 13:39:00.000000120,9.351169
2014-06-14 13:39:00.0000008,4.7987914
2014-06-14 13:39:00.000000103,4.5964527
2014-06-14 13:39:00.00000049,14.919875
2014-06-14 13:39:00.000000108,6.47225
2014-06-14 13:39:00.00000072,4.7681494
2014-06-14 13:39:00.000000182,11.134537
2014-06-14 13:39:00.00000061,5.5408626
2014-06-14 13:39:00.00000093,8.875047
2014-06-14 13:39:00.000000170,11.9480095
2014-06-14 13:39:00.000000147,49.99454
2014-06-14 13:39:00.000000140,5.261594
2014-06-14 13:39:00.000000159,4.992486
2014-06-14 13:39:00.00000012,4.572875
2014-06-14 13:39:00.00000025,5.326548
2014-06-14 13:39:00.000000156,5.745838
2014-06-14 13:39:00.000000152,5.827141
2014-06-14 13:39:00.000000129,9.439864
2014-06-14 13:39:00.000000119,16.727827
2014-06-14 13:39:00.000000118,5.2567406
2014-06-14 13:39:00.00000076,4.788462
2014-06-14 13:39:00.000000135,6.523885
2014-06-14 13:39:00.00000023,17.973955
2014-06-14 13:39:00.00000082,8.105758
2014-06-14 13:39:00.000000125,9.714118
2014-06-14 13:39:00.00000075,8.229038
2014-06-14 13:39:00.000000124,6.4647484
2014-06-14 13:39:00.000000172,5.4752574
2014-06-14 13:39:00.00000024,13.074769
2014-06-14 13:39:00.000000169,13.375266
2014-06-14 13:39:00.00000052,9.631515
2014-06-14 13:39:00.000000161,11.430199
2014-06-14 13:39:00.00000038,6.9144735
2014-06-14 13:39:00.00000035,9.887944
2014-06-14 13:39:00.00000053,11.22224
2014-06-14 13:39:00.000000183,6.503063
2014-06-14 13:39:00.000000131,55.53847
2014-06-14 13:39:00.000000180,5.5648384
2014-06-14 13:39:00.000000130,12.909442
2014-06-14 13:39:00.00000032,4.803293
2014-06-14 13:39:00.000000148,11.062404
2014-06-14 13:39:00.0000007,9.062542
2014-06-14 13:39:00.00000095,9.377749
2014-06-14 13:39:00.000000144,34.31512
2014-06-14 13:39:00.000000141,29.91647
2014-06-14 13:39:00.000000162,17.161585
2014-06-14 13:39:00.00000018,10.064735
2014-06-14 13:39:00.00000054,7.5781593
2014-06-14 13:39:00.00000040,5.1301904
2014-06-14 13:39:00.00000096,6.8145304
2014-06-14 13:39:00.00000055,26.08477
2014-06-14 13:39:00.000000109,8.977674
2014-06-14 13:39:00.000000151,6.94314
2014-06-14 13:39:00.00000016,9.286806
2014-06-14 13:39:00.00000062,11.07002
2014-06-14 13:39:00.000000191,12.9840555
2014-06-14 13:39:00.00000034,9.178531
2014-06-14 13:39:00.000000160,5.6625776
2014-06-14 13:39:00.00000013,5.5156655
2014-06-14 13:39:00.000000188,5.1144056
2014-06-14 13:39:00.00000086,7.487896
2014-06-14 13:39:00.000000185,10.087202
2014-06-14 13:39:00.00000074,8.025159
2014-06-14 13:39:00.00000022,15.634439
2014-06-14 13:39:00.00000036,5.268396
2014-06-14 13:39:00.000000126,5.109552
2014-06-14 13:39:00.000000190,6.015168
2014-06-14 13:39:00.00000042,5.5737057
2014-06-14 13:39:00.000000178,6.459568
2014-06-14 13:39:00.000000163,4.9338083
